,交易时间,月份,来源,收/支,支付状态,类型,交易对方,商品,金额,逻辑1,逻辑2,乘后金额
742,2023-06-23 15:00:31,6,支付宝,不计收支,退款成功,支付宝担保交易,x***0,退款-21款尤尼克斯polo领75周年纪念款,65.0,-1,0,-0.0
743,2023-06-22 19:28:37,6,支付宝,不计收支,交易成功,即时到账交易,上海秋实企业管理有限公司,行李收费,75.0,-1,1,-75.0
744,2023-06-22 19:24:50,6,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,华夏东路--浦东国际机场,4.0,-1,1,-4.0
745,2023-06-22 19:11:21,6,支付宝,不计收支,交易成功,支付宝担保交易,非凡**店,YONEX尤尼克斯YY新款羽毛球鞋国家队同款运动鞋男款女士专业 65Z3,579.0,-1,1,-579.0
746,2023-06-22 17:17:43,6,支付宝,不计收支,交易成功,即时到账交易,美团,美团订单-23062211100400000024695571219011,12.4,-1,1,-12.4
747,2023-06-22 04:11:24,6,支付宝,支出,交易成功,即时到账交易,App Store & Apple Music,App Store & Apple Music; Purchases on 06.22,19.0,-1,1,-19.0
748,2023-06-21 22:50:14,6,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,虹桥2号航站楼--金科路,6.0,-1,1,-6.0
749,2023-06-21 18:40:32,6,支付宝,不计收支,交易成功,即时到账交易,杭州杭港地铁五号线有限公司,地铁-火车南站-18:40:31-正常行程票款扣费,4.0,-1,1,-4.0
750,2023-06-21 17:29:47,6,支付宝,不计收支,交易成功,即时到账交易,美团,美团订单-23062111100400000024549793142011,53.2,-1,1,-53.2
751,2023-06-21 12:18:14,6,支付宝,不计收支,交易成功,支付宝担保交易,tb**7,【极速发货】慧博投研慧博专业版慧博终端账号金融惠博vip账户,15.04,-1,1,-15.04
752,2023-06-21 11:50:51,6,支付宝,不计收支,交易成功,即时到账交易,湘湖荷花餐厅,美团收银909700183564605533,13.41,-1,1,-13.41
753,2023-06-21 10:09:10,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,7.9,-1,1,-7.9
754,2023-06-21 08:33:12,6,支付宝,不计收支,交易成功,即时到账交易,高德打车,高德地图打车订单,12.52,-1,1,-12.52
755,2023-06-20 22:57:07,6,支付宝,不计收支,交易成功,即时到账交易,高德打车,高德地图打车订单,26.15,-1,1,-26.15
756,2023-06-20 22:56:49,6,支付宝,不计收支,交易成功,即时到账交易,宇佳超市,收钱码收款,4.5,-1,1,-4.5
757,2023-06-20 19:08:34,6,支付宝,不计收支,交易成功,即时到账交易,杭州地铁,地铁-建设一路-19:08:33-正常行程票款扣费,4.0,-1,1,-4.0
758,2023-06-20 18:53:54,6,支付宝,不计收支,交易成功,即时到账交易,高德打车,高德地图打车订单,14.99,-1,1,-14.99
759,2023-06-20 12:35:13,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,9.0,-1,1,-9.0
760,2023-06-20 12:03:49,6,支付宝,不计收支,交易成功,即时到账交易,湘湖荷花餐厅,美团收银909700183548360064,18.56,-1,1,-18.56
761,2023-06-19 21:22:02,6,支付宝,不计收支,交易成功,即时到账交易,海南有趣（ToDesk）,高性能插件,42.0,-1,1,-42.0
762,2023-06-19 20:04:19,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,3.8,-1,1,-3.8
763,2023-06-19 20:02:34,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,16.9,-1,1,-16.9
764,2023-06-19 11:48:14,6,支付宝,不计收支,交易成功,即时到账交易,湘湖荷花餐厅,美团收银909700183531765523,16.35,-1,1,-16.35
765,2023-06-19 08:23:08,6,支付宝,不计收支,交易成功,即时到账交易,高德打车,高德地图打车订单,12.69,-1,1,-12.69
766,2023-06-18 21:49:34,6,支付宝,不计收支,交易成功,即时到账交易,高德打车,高德地图打车订单,16.32,-1,1,-16.32
767,2023-06-18 21:31:22,6,支付宝,不计收支,交易成功,即时到账交易,杭州杭港地铁有限公司,地铁-湘湖-21:31:22-正常行程票款扣费,5.0,-1,1,-5.0
768,2023-06-18 21:28:15,6,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁-人民广场-2023-06-18 18:45:29-虹桥2号航站楼-2023-06-18 19:28:05,5.0,-1,1,-5.0
769,2023-06-18 14:29:43,6,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江高科--南京东路,3.78,-1,1,-3.78
770,2023-06-18 11:59:41,6,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,9.9,-1,1,-9.9
771,2023-06-17 20:48:53,6,支付宝,不计收支,交易成功,即时到账交易,美团,美团订单-23061711100400000023981948252011,21.4,-1,1,-21.4
772,2023-06-17 20:43:28,6,支付宝,不计收支,交易成功,即时到账交易,美团,美团订单-23061711100400000023984799347011,101.5,-1,1,-101.5
773,2023-06-17 10:25:26,6,支付宝,不计收支,交易成功,即时到账交易,美团,美团订单-23061711100400000023870828251011,14.8,-1,1,-14.8
774,2023-06-16 22:05:49,6,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,北新泾--金科路,5.0,-1,1,-5.0
775,2023-06-16 20:37:29,6,支付宝,不计收支,交易成功,即时到账交易,麦当劳,McDonaldsChina,26.0,-1,1,-26.0
776,2023-06-16 20:37:19,6,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,虹桥火车站--北新泾,4.0,-1,1,-4.0
777,2023-06-16 18:54:18,6,支付宝,不计收支,交易成功,即时到账交易,高德打车,高德地图打车订单,36.69,-1,1,-36.69
778,2023-06-16 11:50:54,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,8.5,-1,1,-8.5
779,2023-06-16 11:49:53,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,15.9,-1,1,-15.9
780,2023-06-16 09:12:08,6,支付宝,不计收支,交易成功,支付宝担保交易,19**你,choice账户金融终端 全权限东方财富金融数据库东财研报行情代查,4.5,-1,1,-4.5
781,2023-06-15 21:14:26,6,支付宝,不计收支,交易成功,即时到账交易,中国建设银行,提现-实时提现,4995.0,-1,1,-4995.0
782,2023-06-15 21:13:14,6,支付宝,不计收支,交易关闭,支付宝担保交易,毅行**行,PARDUS瑞豹砾石公路车EXPLORE sport碟刹gravel瓜车弯把自行车,3404.67,-1,0,-0.0
783,2023-06-15 21:13:14,6,支付宝,不计收支,交易关闭,支付宝担保交易,极速**外,美利达原装自行车反光板山地车警示反光片车轮辐条夜间骑行配件,5.68,-1,0,-0.0
784,2023-06-15 19:55:35,6,支付宝,收入,交易成功,即时到账交易,yoki,转账,5000.0,1,1,5000.0
785,2023-06-15 12:00:11,6,支付宝,不计收支,交易成功,即时到账交易,湘湖荷花餐厅,美团收银909700183459847428,20.77,-1,1,-20.77
786,2023-06-15 08:31:32,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,10.92,-1,1,-10.92
787,2023-06-15 00:02:38,6,支付宝,不计收支,交易成功,即时到账交易,中国建设银行,提现-实时提现,2397.6,-1,1,-2397.6
788,2023-06-15 00:02:22,6,支付宝,不计收支,交易成功,即时到账交易,丘志安,充值-普通充值,2400.0,-1,1,-2400.0
789,2023-06-14 18:10:23,6,支付宝,不计收支,交易成功,即时到账交易,湘湖荷花餐厅,美团收银909700183449407975,14.14,-1,1,-14.14
790,2023-06-14 15:29:21,6,支付宝,支出,交易成功,即时到账交易,App Store & Apple Music,App Store & Apple Music; Purchases on 06.14,8.0,-1,1,-8.0
791,2023-06-14 11:59:06,6,支付宝,不计收支,交易成功,即时到账交易,湘湖荷花餐厅,美团收银909700183443275981,18.56,-1,1,-18.56
792,2023-06-14 08:33:00,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,10.72,-1,1,-10.72
793,2023-06-13 23:00:29,6,支付宝,不计收支,交易成功,即时到账交易,杭州萧山宇佳宇鑫超市,杭州萧山宇佳宇鑫超市消费,8.0,-1,1,-8.0
794,2023-06-13 10:57:32,6,支付宝,不计收支,交易成功,即时到账交易,杭州萧山高由苏夫小吃店,杭州萧山高由苏夫小吃店消费,2.0,-1,1,-2.0
795,2023-06-13 10:18:28,6,支付宝,不计收支,交易成功,即时到账交易,杭州萧山高由苏夫小吃店,杭州萧山高由苏夫小吃店消费,22.0,-1,1,-22.0
796,2023-06-13 09:48:55,6,支付宝,不计收支,交易成功,即时到账交易,杭州市萧山区蜀山街道社区卫生服务中心,门诊结算,76.18,-1,1,-76.18
797,2023-06-13 09:33:27,6,支付宝,不计收支,交易成功,即时到账交易,杭州市萧山区蜀山街道社区卫生服务中心,门诊结算,68.0,-1,1,-68.0
798,2023-06-13 09:23:06,6,支付宝,支出,交易成功,即时到账交易,杭州市萧山区蜀山街道社区卫生服务中心,挂号缴费,10.5,-1,1,-10.5
799,2023-06-13 09:22:57,6,支付宝,不计收支,退款成功,即时到账交易,叮咚买菜,退款-叮咚买菜-2306132480137989688,0.63,-1,0,-0.0
800,2023-06-13 09:05:36,6,支付宝,不计收支,交易成功,即时到账交易,叮咚买菜,叮咚买菜-2306132480137989688,41.87,-1,1,-41.87
801,2023-06-12 12:03:07,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,8.5,-1,1,-8.5
802,2023-06-12 11:43:27,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,15.9,-1,1,-15.9
803,2023-06-11 22:03:42,6,支付宝,不计收支,交易成功,即时到账交易,海南有趣（ToDesk）,游戏操控,10.0,-1,1,-10.0
804,2023-06-11 19:23:28,6,支付宝,不计收支,交易成功,即时到账交易,杭州地铁,地铁-火车东站(东广场)-19:23:25-正常行程票款扣费,5.0,-1,1,-5.0
805,2023-06-11 17:21:15,6,支付宝,不计收支,交易成功,即时到账交易,滴滴出行,单车,1.5,-1,1,-1.5
806,2023-06-11 16:43:26,6,支付宝,不计收支,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,1.5,-1,1,-1.5
807,2023-06-11 16:14:29,6,支付宝,不计收支,交易成功,即时到账交易,杭州地铁,地铁-江汉路-16:14:24-正常行程票款扣费,3.0,-1,1,-3.0
808,2023-06-11 12:05:26,6,支付宝,不计收支,交易成功,即时到账交易,美团,美团订单-23061111100400000023019333437011,95.14,-1,1,-95.14
809,2023-06-11 01:58:55,6,支付宝,不计收支,交易关闭,支付宝担保交易,x***0,21款尤尼克斯polo领75周年纪念款,65.0,-1,0,-0.0
810,2023-06-11 01:53:24,6,支付宝,不计收支,退款成功,支付宝担保交易,tb**8,退款-21款尤尼克斯polo领75周年纪念款 安赛龙/桃田贤斗同款JP版,97.0,-1,0,-0.0
811,2023-06-11 01:42:36,6,支付宝,不计收支,交易关闭,支付宝担保交易,tb**8,21款尤尼克斯polo领75周年纪念款 安赛龙/桃田贤斗同款JP版,97.0,-1,0,-0.0
812,2023-06-10 23:11:18,6,支付宝,不计收支,交易成功,即时到账交易,宇佳超市,收钱码收款,3.0,-1,1,-3.0
813,2023-06-10 22:39:53,6,支付宝,不计收支,交易成功,即时到账交易,杭州地铁,地铁-曹家桥-22:39:54-正常行程票款扣费,3.0,-1,1,-3.0
814,2023-06-10 11:56:37,6,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,9.9,-1,1,-9.9
815,2023-06-09 23:24:49,6,支付宝,不计收支,交易成功,即时到账交易,杭州杭港地铁有限公司,地铁-湘湖-23:24:52-正常行程票款扣费,4.0,-1,1,-4.0
816,2023-06-09 21:39:30,6,支付宝,不计收支,交易成功,即时到账交易,行李寄存,收钱码收款,6.0,-1,1,-6.0
817,2023-06-09 21:13:36,6,支付宝,不计收支,交易成功,即时到账交易,杭州杭港地铁有限公司,地铁-城站-21:13:37-正常行程票款扣费,4.0,-1,1,-4.0
818,2023-06-09 20:44:53,6,支付宝,不计收支,退款成功,即时到账交易,铁路12306,退款-火车票,58.5,-1,0,-0.0
819,2023-06-09 20:25:03,6,支付宝,不计收支,交易成功,即时到账交易,杭州杭港地铁有限公司,地铁-火车东站-20:24:58-正常行程票款扣费,2.0,-1,1,-2.0
820,2023-06-09 20:24:27,6,支付宝,不计收支,交易成功,即时到账交易,铁路12306,火车票,73.0,-1,1,-73.0
821,2023-06-09 20:10:30,6,支付宝,不计收支,退款成功,即时到账交易,铁路12306,退款-火车票,58.5,-1,0,-0.0
822,2023-06-09 19:57:03,6,支付宝,不计收支,交易成功,即时到账交易,铁路12306,火车票,73.0,-1,1,-73.0
823,2023-06-09 19:44:54,6,支付宝,不计收支,交易成功,即时到账交易,沙县小吃天城路店,沙县小吃天城路店消费,18.0,-1,1,-18.0
824,2023-06-09 19:29:34,6,支付宝,不计收支,交易成功,即时到账交易,杭州地铁,地铁-新风-19:29:29-正常行程票款扣费,2.0,-1,1,-2.0
825,2023-06-09 19:17:02,6,支付宝,不计收支,退款成功,即时到账交易,铁路12306,退款-火车票,73.0,-1,0,-0.0
826,2023-06-09 19:11:58,6,支付宝,不计收支,交易成功,即时到账交易,杭州杭港地铁有限公司,地铁-火车东站-19:11:58-正常行程票款扣费,6.0,-1,1,-6.0
827,2023-06-09 19:05:33,6,支付宝,不计收支,交易关闭,即时到账交易,铁路12306,火车票,73.0,-1,0,-0.0
828,2023-06-09 11:48:16,6,支付宝,不计收支,交易成功,即时到账交易,湘湖荷花餐厅,美团收银909700183355054704,27.76,-1,1,-27.76
829,2023-06-09 08:31:52,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,9.9,-1,1,-9.9
830,2023-06-09 04:07:39,6,支付宝,支出,交易成功,即时到账交易,App Store & Apple Music,App Store & Apple Music; Purchases on 06.09,35.0,-1,1,-35.0
831,2023-06-08 19:39:15,6,支付宝,不计收支,交易成功,即时到账交易,西瓜嘎嘎甜,收钱码收款,38.0,-1,1,-38.0
832,2023-06-08 19:27:34,6,支付宝,支出,交易成功,即时到账交易,App Store & Apple Music,App Store & Apple Music; Purchases on 06.08,9.0,-1,1,-9.0
833,2023-06-08 15:10:50,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,4.9,-1,1,-4.9
834,2023-06-08 11:52:05,6,支付宝,不计收支,交易成功,即时到账交易,湘湖荷花餐厅,美团收银909700183339629208,17.46,-1,1,-17.46
835,2023-06-08 08:36:45,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,2.8,-1,1,-2.8
836,2023-06-08 08:22:02,6,支付宝,不计收支,交易成功,即时到账交易,高德打车,高德地图打车订单,14.12,-1,1,-14.12
837,2023-06-07 19:51:17,6,支付宝,不计收支,交易成功,即时到账交易,美团,美团订单-23060711100400000022435101213011,15.5,-1,1,-15.5
838,2023-06-07 19:12:18,6,支付宝,不计收支,交易成功,即时到账交易,杭州萧山宇佳宇鑫超市,杭州萧山宇佳宇鑫超市消费,4.0,-1,1,-4.0
839,2023-06-07 15:49:26,6,支付宝,不计收支,交易成功,即时到账交易,杭州梓尧信息技术有限公司,杭州梓尧信息技术有限公司消费,650.0,-1,1,-650.0
840,2023-06-07 12:00:46,6,支付宝,不计收支,交易成功,即时到账交易,湘湖荷花餐厅,美团收银909700183323263584,22.24,-1,1,-22.24
841,2023-06-07 10:19:59,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,5.0,-1,1,-5.0
842,2023-06-07 03:10:27,6,支付宝,不计收支,交易成功,即时到账交易,融通基金管理有限公司,余额宝-2023.06.06-收益发放,0.09,-1,1,-0.09
843,2023-06-07 00:52:12,6,支付宝,不计收支,交易成功,即时到账交易,中国银行,余额宝-转出到银行卡,1877.8,-1,1,-1877.8
844,2023-06-06 23:18:25,6,支付宝,不计收支,退款成功,即时到账交易,美团,退款-美团订单-23060411100400000022004299227011,1.45,-1,0,-0.0
845,2023-06-06 19:43:11,6,支付宝,不计收支,交易成功,即时到账交易,杭州萧山沛骐羽球体育俱乐部,线下支付,2.0,-1,1,-2.0
846,2023-06-06 18:57:27,6,支付宝,不计收支,交易成功,即时到账交易,杭州地铁,地铁-建设一路-18:57:28-正常行程票款扣费,3.0,-1,1,-3.0
847,2023-06-06 18:38:02,6,支付宝,不计收支,交易成功,即时到账交易,*丽芬,收钱码收款,5.0,-1,1,-5.0
848,2023-06-06 11:59:32,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,15.9,-1,1,-15.9
849,2023-06-06 09:53:48,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,8.14,-1,1,-8.14
850,2023-06-06 09:39:46,6,支付宝,不计收支,退款成功,支付宝担保交易,tb**9,退款-sql server数据库2008/2012/2016/2017/2019安装包远程安装,5.5,-1,0,-0.0
851,2023-06-06 09:19:09,6,支付宝,不计收支,交易成功,支付宝担保交易,诚信**升,sql server远程安装2000/2008/2012/2016/2019/2022数据库/安装包,15.0,-1,1,-15.0
852,2023-06-06 09:14:13,6,支付宝,不计收支,交易关闭,支付宝担保交易,tb**9,sql server数据库2008/2012/2016/2017/2019安装包远程安装,5.5,-1,0,-0.0
853,2023-06-06 02:56:20,6,支付宝,不计收支,交易成功,即时到账交易,融通基金管理有限公司,余额宝-2023.06.05-收益发放,0.09,-1,1,-0.09
854,2023-06-05 16:50:44,6,支付宝,不计收支,交易成功,支付宝担保交易,优诚**化,专用,60.0,-1,1,-60.0
855,2023-06-05 11:51:26,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,15.9,-1,1,-15.9
856,2023-06-04 22:02:42,6,支付宝,不计收支,交易成功,即时到账交易,宇佳超市,收钱码收款,3.0,-1,1,-3.0
857,2023-06-04 21:38:23,6,支付宝,不计收支,交易成功,即时到账交易,杭州地铁,地铁-曹家桥-21:38:22-正常行程票款扣费,6.0,-1,1,-6.0
858,2023-06-04 19:11:30,6,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,南京西路--虹桥2号航站楼,4.0,-1,1,-4.0
859,2023-06-04 18:52:13,6,支付宝,不计收支,交易成功,即时到账交易,美团,美团订单-23060411100400000022004299227011,28.95,-1,1,-28.95
860,2023-06-04 17:01:57,6,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,一大会址?新天地--南京西路,3.0,-1,1,-3.0
861,2023-06-04 15:48:07,6,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--一大会址?新天地,5.0,-1,1,-5.0
862,2023-06-04 00:24:53,6,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海公交-636路-2023-06-03 22:24:50,2.0,-1,1,-2.0
863,2023-06-04 00:02:51,6,支付宝,不计收支,交易成功,支付宝担保交易,vi**店,官网正品新款victor胜利羽毛球鞋垫威克多透气高弹力运动鞋垫XD12,36.0,-1,1,-36.0
864,2023-06-03 22:49:51,6,支付宝,不计收支,交易成功,即时到账交易,恒哥大排档,收钱码收款,3.0,-1,1,-3.0
865,2023-06-03 22:46:04,6,支付宝,不计收支,交易成功,即时到账交易,恒哥大排档,收钱码收款,16.0,-1,1,-16.0
866,2023-06-03 21:48:09,6,支付宝,不计收支,交易成功,支付宝担保交易,墨宝**9,多美扭蛋 猫和老鼠动画名场面搞笑造型2钥匙串 全5种 现货 等多件,42.0,-1,1,-42.0
867,2023-06-03 20:59:51,6,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海公交-636路-2023-06-03 18:59:51,2.0,-1,1,-2.0
868,2023-06-03 19:26:44,6,支付宝,不计收支,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,1.5,-1,1,-1.5
869,2023-06-03 14:41:16,6,支付宝,不计收支,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,2.5,-1,1,-2.5
870,2023-06-03 13:45:18,6,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁-莲溪路-2023-06-03 11:14:07-张江高科-2023-06-03 11:45:09,4.0,-1,1,-4.0
871,2023-06-03 07:33:21,6,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,13.92,-1,1,-13.92
872,2023-06-03 06:56:37,6,支付宝,不计收支,交易成功,即时到账交易,时代联华2,时代联华2,9.5,-1,1,-9.5
873,2023-06-03 06:53:26,6,支付宝,不计收支,交易成功,即时到账交易,高德打车,高德地图打车订单,27.76,-1,1,-27.76
874,2023-06-03 00:31:09,6,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁-虹桥火车站-2023-06-02 21:05:59-广兰路-2023-06-02 22:30:53,6.0,-1,1,-6.0
875,2023-06-02 18:39:46,6,支付宝,不计收支,交易成功,即时到账交易,谭志敏,收钱码收款,26.0,-1,1,-26.0
876,2023-06-02 18:37:02,6,支付宝,不计收支,交易成功,即时到账交易,杭州杭港地铁五号线有限公司,地铁-火车南站-18:37:00-正常行程票款扣费,4.0,-1,1,-4.0
877,2023-06-02 15:17:18,6,支付宝,不计收支,交易成功,即时到账交易,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-华安纳斯达克100ETF联接(QDII)A-卖出至余额宝,1820.92,1,1,1820.92
878,2023-06-02 11:42:43,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,15.9,-1,1,-15.9
879,2023-06-02 10:24:13,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,8.9,-1,1,-8.9
880,2023-06-02 08:21:50,6,支付宝,不计收支,交易成功,即时到账交易,高德打车,高德地图打车订单,10.68,-1,1,-10.68
881,2023-06-01 22:45:09,6,支付宝,不计收支,交易成功,即时到账交易,宇佳超市,收钱码收款,4.0,-1,1,-4.0
882,2023-06-01 11:54:01,6,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,16.9,-1,1,-16.9
883,2023-05-31 11:44:12,5,支付宝,不计收支,交易成功,即时到账交易,湘湖荷花餐厅,美团收银909700183201002440,27.76,-1,1,-27.76
884,2023-05-31 09:14:55,5,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,7.92,-1,1,-7.92
885,2023-05-30 20:56:01,5,支付宝,不计收支,交易成功,即时到账交易,杭州萧山沛骐羽球体育俱乐部,线下支付,6.0,-1,1,-6.0
886,2023-05-30 19:32:25,5,支付宝,不计收支,交易成功,即时到账交易,广东省袁记食品集团有限公司,杭州市萧山区明星市场店-202305301932238686603618430,15.0,-1,1,-15.0
887,2023-05-30 19:26:31,5,支付宝,不计收支,交易成功,即时到账交易,明记全球批发,00005230530192628134,10.0,-1,1,-10.0
888,2023-05-30 11:49:24,5,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,5.34,-1,1,-5.34
889,2023-05-30 11:46:12,5,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,15.9,-1,1,-15.9
890,2023-05-29 11:47:31,5,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,7.92,-1,1,-7.92
891,2023-05-29 11:44:29,5,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,15.9,-1,1,-15.9
892,2023-05-29 08:23:49,5,支付宝,不计收支,交易成功,即时到账交易,高德打车,高德地图打车订单,11.43,-1,1,-11.43
893,2023-05-28 21:31:12,5,支付宝,不计收支,交易成功,即时到账交易,杭州地铁,地铁-曹家桥-21:31:14-正常行程票款扣费,6.0,-1,1,-6.0
894,2023-05-28 21:27:49,5,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁-唐镇-2023-05-28 18:18:40-虹桥2号航站楼-2023-05-28 19:27:40,6.0,-1,1,-6.0
895,2023-05-28 17:55:25,5,支付宝,不计收支,交易成功,即时到账交易,美团,美团订单-23052811100400000020987768184011,30.75,-1,1,-30.75
896,2023-05-28 15:06:18,5,支付宝,不计收支,交易成功,即时到账交易,新时代羽毛球馆,收钱码收款,1.0,-1,1,-1.0
897,2023-05-27 22:41:27,5,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,南京东路--广兰路,4.0,-1,1,-4.0
898,2023-05-27 21:13:21,5,支付宝,不计收支,交易成功,即时到账交易,哈啰出行,哈啰单车骑行,2.5,-1,1,-2.5
899,2023-05-27 19:21:23,5,支付宝,不计收支,交易成功,支付宝担保交易,阿里**房,阿达帕林凝胶官方旗舰店阿达 帕林凝胶正品祛痘药膏阿达帕凝林胶,31.8,-1,1,-31.8
900,2023-05-27 18:46:46,5,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--马当路,5.0,-1,1,-5.0
901,2023-05-27 15:54:47,5,支付宝,不计收支,退款成功,即时到账交易,美团,退款-大众点评订单-23052711100400000020770111211011,71.6,-1,0,-0.0
902,2023-05-27 11:27:55,5,支付宝,不计收支,交易关闭,即时到账交易,美团,大众点评订单-23052711100400000020770111211011,71.6,-1,0,-0.0
903,2023-05-26 23:20:06,5,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,上海南站--张江路,5.0,-1,1,-5.0
904,2023-05-26 19:18:37,5,支付宝,不计收支,交易成功,即时到账交易,杭州地铁,地铁-火车东站(东广场)-19:18:31-正常行程票款扣费,5.0,-1,1,-5.0
905,2023-05-26 11:49:23,5,支付宝,不计收支,交易成功,即时到账交易,湘湖荷花餐厅,美团收银909700183114966086,17.46,-1,1,-17.46
906,2023-05-25 19:12:30,5,支付宝,不计收支,退款成功,即时到账交易,叮咚买菜,退款-叮咚买菜-2305252480138985435,0.89,-1,0,-0.0
907,2023-05-25 19:06:15,5,支付宝,不计收支,交易成功,即时到账交易,叮咚买菜,叮咚买菜-2305252480138985435,43.26,-1,1,-43.26
908,2023-05-25 12:07:19,5,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,15.9,-1,1,-15.9
909,2023-05-24 22:30:27,5,支付宝,不计收支,交易成功,支付宝担保交易,红双**店,红双喜运动护踝篮球装备防崴脚扭伤恢复脚踝保护套固定康复护具冬,27.4,-1,1,-27.4
910,2023-05-24 20:01:12,5,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,15.9,-1,1,-15.9
911,2023-05-24 14:21:00,5,支付宝,支出,交易成功,支付宝担保交易,中国移动和包官方旗舰店,手机充值,100.0,-1,1,-100.0
912,2023-05-24 12:49:44,5,支付宝,不计收支,交易成功,即时到账交易,太糊涂(*辉),转账,410.0,-1,1,-410.0
913,2023-05-24 12:10:00,5,支付宝,不计收支,交易成功,即时到账交易,罗森(湘湖金融小镇店),支付宝支付湘湖金融小镇店消费,5.9,-1,1,-5.9
